close,high,ignore,low,open,close_time,number_of_trades,open_time,quote_asset_volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,volume
42904.14000000,42904.14000000,0,42904.13000000,42904.13000000,1707069388999,10,1707069388000,158.74530600,0.00250000,107.26035000,0.00370000,
42904.14000000,42904.14000000,0,42904.14000000,42904.14000000,1707069389999,2,1707069389000,172.04560140,0.00401000,172.04560140,0.00401000,
42904.14000000,42904.14000000,0,42904.13000000,42904.13000000,1707069390999,5,1707069390000,968.34621980,0.00057000,24.45535980,0.02257000,
42904.13000000,42904.14000000,0,42904.13000000,42904.13000000,1707069391999,4,1707069391000,1369.49990550,0.00759000,325.64242260,0.03192000,
42904.14000000,42904.14000000,0,42904.14000000,42904.14000000,1707069392999,2,1707069392000,39.04276740,0.00091000,39.04276740,0.00091000,
42904.13000000,42904.14000000,0,42904.13000000,42904.14000000,1707069393999,6,1707069393000,1041.71232140,0.00450000,193.06863000,0.02428000,
42904.14000000,42904.14000000,0,42904.13000000,42904.14000000,1707069394999,12,1707069394000,21543.88484290,0.50047000,21472.23494580,0.50214000,
42904.13000000,42904.13000000,0,42904.13000000,42904.13000000,1707069395999,1,1707069395000,344.52016390,0.00000000,0.00000000,0.00803000,
42904.14000000,42904.14000000,0,42904.13000000,42904.14000000,1707069396999,19,1707069396000,2603.42314130,0.05329000,2286.36162060,0.06068000,
42904.14000000,42904.14000000,0,42904.14000000,42904.14000000,1707069397999,0,1707069397000,0.00000000,0.00000000,0.00000000,0.00000000,
42904.14000000,42904.14000000,0,42904.14000000,42904.14000000,1707069398999,3,1707069398000,660.29471460,0.01539000,660.29471460,0.01539000,
42904.13000000,42904.13000000,0,42904.13000000,42904.13000000,1707069399999,2,1707069399000,97.39237510,0.00000000,0.00000000,0.00227000,
42904.14000000,42904.14000000,0,42904.14000000,42904.14000000,1707069400999,1,1707069400000,10.72603500,0.00025000,10.72603500,0.00025000,
42904.14000000,42904.14000000,0,42904.13000000,42904.13000000,1707069401999,2,1707069401000,37.32659680,0.00037000,15.87453180,0.00087000,
42904.14000000,42904.14000000,0,42904.14000000,42904.14000000,1707069402999,2,1707069402000,127.42529580,0.00297000,127.42529580,0.00297000,
42904.14000000,42904.14000000,0,42904.14000000,42904.14000000,1707069403999,1,1707069403000,5.57753820,0.00013000,5.57753820,0.00013000,
42904.14000000,42904.14000000,0,42904.13000000,42904.13000000,1707069404999,10,1707069404000,21463.65411510,0.50000000,21452.07000000,0.50027000,
42904.14000000,42904.14000000,0,42904.14000000,42904.14000000,1707069405999,0,1707069405000,0.00000000,0.00000000,0.00000000,0.00000000,
42904.14000000,42904.14000000,0,42904.13000000,42904.13000000,1707069406999,2,1707069406000,114.98307020,0.00018000,7.72274520,0.00268000,
42904.13000000,42904.14000000,0,42904.13000000,42904.14000000,1707069407999,4,1707069407000,317.49062940,0.00674000,289.17390360,0.00740000,
42904.13000000,42904.14000000,0,42904.13000000,42904.13000000,1707069408999,4,1707069408000,1699.43261270,0.00234000,100.39568760,0.03961000,
42904.13000000,42904.13000000,0,42904.13000000,42904.13000000,1707069409999,0,1707069409000,0.00000000,0.00000000,0.00000000,0.00000000,
42904.13000000,42904.14000000,0,42904.13000000,42904.14000000,1707069410999,4,1707069410000,169.47132540,0.00119000,51.05592660,0.00395000,
42905.03000000,42905.03000000,0,42904.13000000,42904.13000000,1707069411999,27,1707069411000,48643.11465120,1.12968000,48468.06580080,1.13376000,
42905.03000000,42905.03000000,0,42905.03000000,42905.03000000,1707069412999,1,1707069412000,9.86815690,0.00023000,9.86815690,0.00023000,
42905.03000000,42905.03000000,0,42905.02000000,42905.03000000,1707069413999,3,1707069413000,424.75979470,0.00967000,414.89164010,0.00990000,
42905.02000000,42905.03000000,0,42905.02000000,42905.03000000,1707069414999,10,1707069414000,27239.54431120,0.52136000,22368.96644080,0.63488000,
