close,high,ignore,low,open,close_time,number_of_trades,open_time,quote_asset_volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,volume
42728.76000000,42747.65000000,0,42564.00000000,42655.95000000,1705481999999,52602,1705478400000,50705137.23679320,622.89057000,26580095.06764970,1188.18884000,
42678.57000000,42830.00000000,0,42674.00000000,42728.76000000,1705485599999,35711,1705482000000,40133807.73662490,431.49667000,18457818.75627950,938.26640000,
42850.04000000,42850.55000000,0,42622.36000000,42678.56000000,1705489199999,45910,1705485600000,50992942.63212900,595.51275000,25452501.81821170,1193.04037000,
42680.16000000,42850.55000000,0,42672.95000000,42850.05000000,1705492799999,60902,1705489200000,46744078.11548180,492.04740000,21038913.20205870,1093.25163000,
42782.43000000,42788.00000000,0,42411.00000000,42680.16000000,1705496399999,83991,1705492800000,104256628.10493290,1171.79997000,49958740.47484460,2445.67123000,
42609.84000000,42782.43000000,0,42518.00000000,42782.42000000,1705499999999,58544,1705496400000,55679740.09859380,708.53433000,30215473.45019040,1305.63482000,
42576.01000000,42926.02000000,0,42365.58000000,42609.83000000,1705503599999,143369,1705500000000,145182249.15456140,1756.31620000,74828674.89067620,3407.69990000,
42482.79000000,42768.00000000,0,42472.85000000,42576.02000000,1705507199999,109007,1705503600000,101584572.73909360,1193.75370000,50873510.81515100,2383.89587000,
42360.28000000,42564.13000000,0,42250.31000000,42482.80000000,1705510799999,89181,1705507200000,97587690.12537690,1134.23598000,48107147.02589120,2301.05574000,
42371.10000000,42470.32000000,0,42200.69000000,42360.29000000,1705514399999,65104,1705510800000,60111435.19266640,714.92080000,30282291.56661840,1419.22346000,
42612.45000000,42612.48000000,0,42278.98000000,42371.10000000,1705517999999,62455,1705514400000,62478729.35585940,791.65412000,33606782.55546300,1471.83973000,
42611.11000000,42745.99000000,0,42555.22000000,42612.46000000,1705521599999,46391,1705518000000,44403759.72559780,561.39088000,23936980.44875530,1041.37370000,
